id,name,description,effect,requirement,type,weapon_type,buy_price,sell_price,market_value,circulation,image,tradeable
695,Ms Torn Crown '13,Awarded to 2hOt4WoTuGoT [183048] for winning the Miss Torn City awards 2013!,,,Collectible,,0,0,0,1,https://www.torn.com/images/items/695/large.png,TRUE
696,Piece of Cake '13,Covered in fine pink frosting and... It's cake!,,,Collectible,,0,0,0,2270,https://www.torn.com/images/items/696/large.png,TRUE
697,Rotten Eggs,"As fresh as the day they were laid, 7 months ago...",,,Other,,0,1,0,2146,https://www.torn.com/images/items/697/large.png,TRUE
698,Peg Leg,Made from the finest shivered timbers.  Rumoured to be 3 inches taller until the termites set in...,,,Clothing,,0,15,0,2942,https://www.torn.com/images/items/698/large.png,TRUE
699,Antidote,This antidote has varying results in reversing the effects of the TCX-59 pathological agent. It will have a far higher chance of success against underdeveloped strains of the virus. Please see enclosed notes before use.,,,Medical,,0,0,0,1109,https://www.torn.com/images/items/699/large.png,TRUE
700,Christmas Angel,A perfect addition to your Christmas tree.,,,Other,,0,27,71595,57243,https://www.torn.com/images/items/700/large.png,TRUE
701,Eggnog,"Egg, sugar and cream... What else could possibly taste this good on a cold Christmassy evening. Sprinkle on some nutmeg for that very authentic flavour.",,,Other,,0,4,972500,24943,https://www.torn.com/images/items/701/large.png,TRUE
702,Sprig of Holly,A very merry berry addition to any Christmas.,,,Other,,0,5,30386,58053,https://www.torn.com/images/items/702/large.png,TRUE
703,Festive Socks,Knitted with love by Mrs Claus to keep your tootsies warm.,,,Clothing,,0,17,5015,848800,https://www.torn.com/images/items/703/large.png,TRUE
704,Respo Hoodie,Gifted exclusively to the BETA testers in the staff team and player committee who helped to test RESPO prior to launch.,,,Clothing,,0,0,0,75,https://www.torn.com/images/items/704/large.png,TRUE
705,Staff Haxx Button,"For a long hard day at the office, when it seems like the help questions and forum reports will just not stop coming in. Never fear, the Staff Haxx Button you always wanted is here. May the force be with you!",,,Collectible,,0,0,0,67,https://www.torn.com/images/items/705/large.png,TRUE
706,Birthday Cake '14,A birthday cake celebrating the 10th anniversary of Torn. What an epic decade! Here's to the next ten years.,,,Collectible,,0,0,0,2909,https://www.torn.com/images/items/706/large.png,TRUE
707,Lump of Coal,It seems Santa has been very displeased with you. It looks like this is all you're getting for Christmas this year.,Required during the production of forgery projects.,,Tool,,0,1,3106,1123245,https://www.torn.com/images/items/707/large.png,TRUE
708,Gold Rosette,"This gold rosette is awarded to the 1st place winners of community events. Handed out on rare occasions, this prestigious award proves the recipient is better than everyone else at everything, full stop.",,,Collectible,,0,0,0,363,https://www.torn.com/images/items/708/large.png,TRUE
709,Silver Rosette,This silver rosette is awarded to the 2nd place winners of community events. Its sale is frowned upon by event administrators. Treasure it forever!,,,Collectible,,0,0,0,369,https://www.torn.com/images/items/709/large.png,TRUE
710,Bronze Rosette,"This bronze rosette is awarded to the 3rd place winners of community events. Not quite as good as gold or silver, the recipient has still strongly excelled over the majority of other participants.",,,Collectible,,0,0,0,425,https://www.torn.com/images/items/710/large.png,TRUE
711,Coin : Factions,"This limited edition gold coin given to just 250 citizens, commemorates ten years of Torn. It features two crossed AK-47's, an iconic symbol of factional warfare. Although Factions have been the sole reason for hundreds of thousands of hospitalizations over the years, they sum up extensive teamwork and friendship. As of December 2014, there are thought to be over 2,000 of these small underground groups causing an estimated 10,000 hospitalizations per day.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/711/large.png,TRUE
712,Coin : Casino,"This limited edition gold coin given to just 250 citizens, commemorates ten years of the Lucky Shot Casino. The preferred entertainment establishment among the majority of citizens certainly bolsters Torn's reputation, and over the last decade gambling revenues have brought the city in-line with Las Vegas.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/712/large.png,TRUE
713,Coin : Education,"This limited edition gold coin given to just 250 citizens, commemorates ten years of the Torn community college. With over a hundred courses, the college can prepare citizens for almost any walk of life. Its popularity is unprecedented, which is unusual when compared with other metrics like crime rates and health service statistics. The wonders of Torn City's educational system really are profound and have helped make the city what it is today.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/713/large.png,TRUE
714,Coin : Hospital,"This limited edition platinum coin given to just 250 citizens, commemorates ten years of the Torn City Health Service. Their valiant doctors and nurses have helped hundreds of thousands of people recover from violent injuries over the last decade. As of December 2014, the TCHS has seen over 17,000,000 patients and cares for over a thousand at any one time.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/714/large.png,TRUE
715,Coin : Jail,"This limited edition platinum coin given to just 250 citizens, commemorates ten years of the TCPD and Torn penitentiary whose officers arrest and watch over almost 3,000 inmates on a daily basis. Despite sceptics believing that the unique 'instant-justice' short term sentences have little-to-no impact on hardened criminals, officials say managing crime rather than actually reducing it is the best thing for the city.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/715/large.png,TRUE
716,Coin : Travel Agency,"This limited edition platinum coin given to just 250 citizens, commemorates ten years of Torn. This coin in particular displays an airliner, celebrating Torn's bustling international airport. Although offering only a handful of destinations, it serves over 5,000 commuters daily and drastically increases tourism.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/716/large.png,TRUE
717,Coin : Companies,"This limited edition silver coin given to just 250 citizens, commemorates ten years of Torn. This coin in particular focuses on companies. Their employees and directors have helped bring commerce and tourism to the city despite its shortcomings. As of December 2014, there are over 2,500 registered companies generating $81 billion per week.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/717/large.png,TRUE
718,Coin : Stock Exchange,"This limited edition silver coin given to just 250 citizens, commemorates ten years of Torn. This coin is dedicated to the Torn City Stock Exchange. World renowned for the unique gifts its directors lavish upon investors, and the fortunes made. Its legitimacy has strongly recovered since the days of insider-trading and a conspiracy among a few investors to manipulate the markets - nicknamed Torngate. Today's stock exchange pumps billions into Torn's corporations, strengthening the city's once questionable economical state.",,,Collectible,,0,0,0,249,https://www.torn.com/images/items/718/large.png,TRUE
719,Coin : Church,"This limited edition silver coin given to just 250 citizens, commemorates ten years of Torn. In particular this coin celebrates the newly completed multi-faith church which hosts hundreds of wedding ceremonies on a monthly basis. Despite initial criticism from atheists, its construction has been blessed by thousands of citizens who go there at least once a month to pray, and have raised over $15,000,000,000 in charitable donations as of December 2014.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/719/large.png,TRUE
720,Coin : Auction House,"This limited edition bronze coin given to just 250 citizens, commemorates ten years of Torn. This particular coin features the city's Auction House, where citizens can enter and bid on exceedingly rare items and even unique properties. Over the years, its auctions have attracted celebrities and tycoons, and made headlines around the world.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/720/large.png,TRUE
721,Coin : Race Track,"This limited edition bronze coin given to just 250 citizens, commemorates ten years of Torn. This coin celebrates Torn's raceway and the hundreds of enthusiasts who participate daily. Although criticised for spurring on an increase of illegal street races on Torn's roads, it's certainly a unique fascination among citizens and has greatly boosted the city's automotive industry.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/721/large.png,TRUE
722,Coin : Museum,"This limited edition bronze coin, given to just 250 citizens, commemorates ten years of Torn. This particular coin is dedicated to the museum. Established in 2009, it quickly gained the international spotlight for its unique and diverse collections. Working with volunteers in the community, its assortment of rare artifacts, continental flower arrangements and even collectors' edition plushies expands daily.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/722/large.png,TRUE
723,Coin : Drugs,"This limited edition copper coin given to just 250 citizens, commemorates ten years of Torn. This particular coin features a cannabis leaf. Drugs, although illegal, are rarely policed and have had a large impact on the city and its residents. Research suggests that citizens on drugs are generally more successful individuals than those who avoid them, but some critics strongly disagree - condemning their usage and calling for tougher laws. Their usage rate is unprecedented, making Torn the drug capital of the USA.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/723/large.png,TRUE
724,Coin : Dump,"This limited edition copper coin given to just 250 citizens, commemorates ten years of Torn. This one in particular spotlights the Torn City Dump. Residents have ditched over 50 million items, but what's fascinating are the crowds of people who head over each day to look through them. Hundreds of people sorting through other people's waste will always be an iconic image of Torn.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/724/large.png,TRUE
725,Coin : Estate Agents,"This limited edition copper coin given to just 250 citizens, commemorates ten years of the Torn City Estate Agents. Ranging from trailers to private islands, over 100 brand new properties are sold daily. A true sign of social status; climbing the property ladder is one of the biggest desires among citizens. A recent statistic claims that as of December 2014, there are over 10,000 private islands off the coast, with an average of three per day being artificially created to meet demand.",,,Collectible,,0,0,0,250,https://www.torn.com/images/items/725/large.png,TRUE
726,Scrooge's Top Hat,"A once-elegant hat, now shiny with wear and a little out of fashion.",,,Clothing,,0,0,0,478,https://www.torn.com/images/items/726/large.png,TRUE
727,Scrooge's Topcoat,"A long, solid, dark coat that buttons to the neck and seems to reject snow and rain with scorn.",,,Clothing,,0,0,0,504,https://www.torn.com/images/items/727/large.png,TRUE
728,Scrooge's Trousers,"Tight woolen trousers, with pockets that resist giving up their contents, whether a coin or a handkerchief.",,,Clothing,,0,0,0,493,https://www.torn.com/images/items/728/large.png,TRUE
729,Scrooge's Boots,Boots as accustomed to kicking beggars out of the path as to treading the floors in Scrooge's counting house.,,,Clothing,,0,0,0,519,https://www.torn.com/images/items/729/large.png,TRUE
730,Scrooge's Gloves,Ivory gloves that once were white. No amount of cleaning can remove some suspicious stains from them.,,,Clothing,,0,0,0,477,https://www.torn.com/images/items/730/large.png,TRUE
